event_id,constraint,version_key,equation,description,limit_type,exact_version,Z_note
QNI-lower-20251027T1655,Q^^NIL_CS,Q^^NIL_CS|2025-09-05|1,-0.0869 * F_VIC_to_NSW +0.53 * P[QBCB3B] +0.891 * P[QBCG] -0.0869 * P[QBCK1] -0.0869 * P[QBCK2] +0.892 * P[QBDR1L] +0.891 * P[QBGH1] +0.891 * P[QBGH2] -0.0869 * P[QBRA1] -0.0869 * P[QBRA2] -0.0869 * P[QBRA3] -0.0869 * P[QBRA4K] -0.0869 * P[QBRA5B] -0.0869 * P[QBRA6B] -0.0869 * P[QBRA7B] -0.0869 * P[QBRA8D] -0.0869 * P[QBRS1D] +0.53 * P[QBSW1C] +0.53 * P[QBSW2C] +0.678 * P[QCAB1] +0.678 * P[QCAB2] +0.678 * P[QCAC3] +0.678 * P[QCAC4] -0.0869 * P[QCBF1D] -0.0869 * P[QCBR1C] -0.0869 * P[QCBS1B] +0.892 * P[QCCK1D] +0.892 * P[QCCK2H] +0.892 * P[QCLA1C] -0.0869 * P[QCND1C] +0.892 * P[QCOS1C] -0.0869 * P[QCPG1C] -0.0869 * P[QDMW1W] +0.891 * P[QGAR1] -0.0869 * P[QGBB1G] +0.772 * P[QGLD1] +0.772 * P[QGLD2] +0.772 * P[QGLD3] +0.772 * P[QGLD4] +0.772 * P[QGLD5] +0.772 * P[QGLD6] +0.892 * P[QHAR1H] +0.891 * P[QKAH1] +0.891 * P[QKAH2] +0.891 * P[QKAH3] +0.891 * P[QKAH4] +0.772 * P[QLCS1A] +0.892 * P[QLIS1E] +0.892 * P[QLIS2M] +0.892 * P[QLLV3C] +0.892 * P[QMPL1R] +0.678 * P[QMRR1M] -0.0869 * P[QMRY1Y] -0.0869 * P[QMRY2M] -0.0869 * P[QMRY3W] -0.0869 * P[QMRY4W] +0.891 * P[QMSP1] +0.891 * P[QMSP2] +0.891 * P[QMSP3M] -0.0869 * P[QMSW1M] -0.0869 * P[QOKY1] -0.0869 * P[QOKY2] -0.0869 * P[QORS1E] -0.0869 * P[QRMA7] -0.0869 * P[QRMA8] +0.892 * P[QROG1K] +0.892 * P[QROG3R] +0.892 * P[QROW1K] +0.892 * P[QROW2K] +0.892 * P[QSLD1H] +0.892 * P[QSLS1W] +0.53 * P[QSTN1] +0.53 * P[QSTN2] +0.53 * P[QSTN3] +0.53 * P[QSTN4] -0.0869 * P[QSWE] -0.0869 * P[QTBS1C] -0.0869 * P[QTBS2S] -0.0869 * P[QTKS1O] -0.0869 * P[QTKS2O] +0.892 * P[QTMW1K] -0.0869 * P[QTNT] -0.0869 * P[QTRB1T] -0.0869 * P[QTRN1] -0.0869 * P[QTRN2] -0.0869 * P[QTRN3] -0.0869 * P[QTRN4] -0.0869 * P[QTRS1K] +0.891 * P[QTYP] +0.892 * P[QTZS1S] -0.0869 * P[QWDB3C] -0.0869 * P[QWDE3W] -0.0869 * P[QWDE4W] -0.0869 * P[QWDR1W] -0.0869 * P[QWDS1U] -0.0869 * P[QWIV1] -0.0869 * P[QWIV2] +0.892 * P[QWKM1M] -0.0869 * P[QWLM1M] -0.0869 * P[QWLS1W] -0.0869 * P[QWSB3W] -0.0869 * P[QWSR1W] -0.0869 * P[QWSS1G] -0.0869 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out = Nil, CQ-SQ voltage stability limit, 2008/2009 implementation",Voltage Stability,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251126T1750,Q::N_8C8J_AR_2LG_N-2,Q::N_8C8J_AR_2LG_N-2|2022-09-02|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251126T1750,N>>16_8_39,N>>16_8_39|2024-11-20|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.698 * P[NUTS8] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251211T1340,Q::N_8C8J_AR_2LG_N-2,Q::N_8C8J_AR_2LG_N-2|2022-09-02|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20251211T1340,N>>16_8_39,N>>16_8_39|2025-12-02|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.703 * P[NCRN1C] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] +0.703 * P[NJDA1G] +0.184 * P[NLDB1L] +0.702 * P[NLMB1L] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.175 * P[NURB1N] +0.175 * P[NURB2N] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.698 * P[NUTS8] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.373 * P[NWLO1O] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260110T1540,N>>16_8_39,N>>16_8_39|2025-12-02|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.703 * P[NCRN1C] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] +0.703 * P[NJDA1G] +0.184 * P[NLDB1L] +0.702 * P[NLMB1L] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.175 * P[NURB1N] +0.175 * P[NURB2N] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.698 * P[NUTS8] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.373 * P[NWLO1O] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260205T1420,N>>NIL_964_84_S,N>>NIL_964_84_S|2025-12-02|1,-0.746 * F_VIC_to_NSW +0.6 * P[NGNE1G] +0.725 * P[NMR41M] +0.869 * P[NMTZ1M] +0.747 * P[NSAP1S] +0.722 * P[NURB1N] +0.722 * P[NURB2N] +0.722 * P[NURR1N] +0.722 * P[NURR2N] +0.853 * P[NWRK1W] +0.853 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260205T1420,N>>16_8_39,N>>16_8_39|2025-12-02|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.703 * P[NCRN1C] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] +0.703 * P[NJDA1G] +0.184 * P[NLDB1L] +0.702 * P[NLMB1L] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.175 * P[NURB1N] +0.175 * P[NURB2N] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.698 * P[NUTS8] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.373 * P[NWLO1O] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260206T1305,N>>16_8_39,N>>16_8_39|2025-12-02|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.703 * P[NCRN1C] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] +0.703 * P[NJDA1G] +0.184 * P[NLDB1L] +0.702 * P[NLMB1L] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.175 * P[NURB1N] +0.175 * P[NURB2N] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.698 * P[NUTS8] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.373 * P[NWLO1O] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260206T1305,N>>NIL_85_86_S,N>>NIL_85_86_S|2025-09-22|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURB1N] +1 * P[NURB2N] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260211T1320,N>>NIL_964_88_S,N>>NIL_964_88_S|2025-12-02|1,-0.742 * F_VIC_to_NSW +0.593 * P[NGNE1G] +0.72 * P[NMR41M] +0.867 * P[NMTZ1M] +0.742 * P[NSAP1S] +0.717 * P[NURB1N] +0.717 * P[NURB2N] +0.717 * P[NURR1N] +0.717 * P[NURR2N] +0.851 * P[NWRK1W] +0.851 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Muswellbrook (88) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260211T1320,N>>NIL_964_84_S,N>>NIL_964_84_S|2025-12-02|1,-0.746 * F_VIC_to_NSW +0.6 * P[NGNE1G] +0.725 * P[NMR41M] +0.869 * P[NMTZ1M] +0.747 * P[NSAP1S] +0.722 * P[NURB1N] +0.722 * P[NURB2N] +0.722 * P[NURR1N] +0.722 * P[NURR2N] +0.853 * P[NWRK1W] +0.853 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260211T1320,N>>16_8_39,N>>16_8_39|2025-12-02|1,-0.175 * F_VIC_to_NSW +0.704 * P[NAL11C] +0.715 * P[NBA21B] +0.192 * P[NBAY1] +0.192 * P[NBAY2] +0.282 * P[NBAY3] +0.282 * P[NBAY4] +0.714 * P[NBB21B] +0.371 * P[NBES1B] +0.701 * P[NBK11B] +0.701 * P[NBKB3B] +0.701 * P[NBKW1S] +0.702 * P[NBL21L] +0.724 * P[NBLW8] +0.376 * P[NBOD1B] +0.702 * P[NBSF1L] +0.702 * P[NBSF2S] +0.36 * P[NCDS1C] +0.864 * P[NCKW1C] +0.704 * P[NCLS1C] +0.865 * P[NCLW1C] +0.635 * P[NCMA3B] +0.703 * P[NCRN1C] +0.864 * P[NCW31C] +0.353 * P[NCWF2W] +0.704 * P[NDNH1H] +0.704 * P[NDNS1D] -0.455 * P[NDT13T] -0.455 * P[NDTB1T] +0.514 * P[NFBS1J] +0.705 * P[NFNS1F] +0.178 * P[NGNE1G] +0.847 * P[NGUR1G] +0.847 * P[NGUR2G] +0.847 * P[NGUR3G] +0.699 * P[NGUT8] +0.703 * P[NHUM] +0.703 * P[NJDA1G] +0.184 * P[NLDB1L] +0.702 * P[NLMB1L] -0.699 * P[NLTS3] +0.699 * P[NLTS8] +0.407 * P[NMLS1M] +0.388 * P[NMOS1M] +1 * P[NMR22T] +0.175 * P[NMR41M] +0.356 * P[NMTP1] +0.356 * P[NMTP2] +0.172 * P[NMTZ1M] +0.706 * P[NNRN1A] +0.37 * P[NONF1F] +0.467 * P[NPG11P] +0.467 * P[NPG12G] +0.634 * P[NQBB3Q] +0.634 * P[NQBC3C] +0.704 * P[NRB23R] +0.704 * P[NRBB3R] +0.704 * P[NRDP3D] +0.799 * P[NRPK1R] +0.175 * P[NSAP1S] -0.256 * P[NSHL] +0.256 * P[NSHP1] +0.374 * P[NSTB1S] +0.374 * P[NSTU1S] +0.175 * P[NURB1N] +0.175 * P[NURB2N] +0.707 * P[NURQ1U] +0.707 * P[NURQ2U] +0.707 * P[NURQ3U] +0.698 * P[NUTS8] +0.707 * P[NURQ4U] +0.175 * P[NURR1N] +0.175 * P[NURR2N] +0.709 * P[NWGG1W] +0.709 * P[NWGJ1J] +0.709 * P[NWGJ2S] +0.709 * P[NWGJ3W] +0.709 * P[NWGJ4W] +0.709 * P[NWGS1B] +0.702 * P[NWL21W] +0.379 * P[NWL82N] +0.702 * P[NWLA1W] +0.373 * P[NWLN1W] +0.373 * P[NWLO1O] +0.379 * P[NWLS3N] +0.379 * P[NWLS4W] +0.389 * P[NWLW1S] +0.374 * P[NWOW1W] +0.172 * P[NWRK1W] +0.172 * P[NWRK2W] +0.741 * P[NYS12A] -0.169 * F[N-Q-MNSP1] +0.7 * F[VIC1-NSW1] + Z_unrepresented <= RHS(t),"Out = Avon-Marulan (16), avoid O/L Marulan to Dapto (8) on trip of Bannaby to Sydney West (39) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260219T0815,N>>NIL_964_84_S,N>>NIL_964_84_S|2025-12-02|1,-0.746 * F_VIC_to_NSW +0.6 * P[NGNE1G] +0.725 * P[NMR41M] +0.869 * P[NMTZ1M] +0.747 * P[NSAP1S] +0.722 * P[NURB1N] +0.722 * P[NURB2N] +0.722 * P[NURR1N] +0.722 * P[NURR2N] +0.853 * P[NWRK1W] +0.853 * P[NWRK2W] -1 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Port Macquarie to Herons Creek Tee (964/2) on trip of Tamworth to Liddell (84) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260219T0815,N>>NIL_85_86_S,N>>NIL_85_86_S|2025-09-22|1,-0.986 * F_VIC_to_NSW +0.455 * P[NMR41M] +0.947 * P[NMTZ1M] +0.987 * P[NSAP1S] +1 * P[NURB1N] +1 * P[NURB2N] +1 * P[NURR1N] +1 * P[NURR2N] +0.839 * P[NWRK1W] +0.839 * P[NWRK2W] -0.925 * F[N-Q-MNSP1] + Z_unrepresented <= RHS(t),"Out= NIL, avoid O/L Uralla to Tamworth (85) on trip of Armidale to Tamworth (86) line, Feedback",Thermal,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_Q++8C_L6,F_Q++8C_L6|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,#NSW1-QLD1_RAMP_I_F,#NSW1-QLD1_RAMP_I_F|2026-03-21|1,1 * F_VIC_to_NSW + Z_unrepresented >= RHS(t),"NSW1-QLD1 >= MIN(-595, InitialFlow + 200) (Wt=35)",Ramping,True,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_STHN++8C_R6,F_STHN++8C_R6|2023-08-22|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_NVS+8C_R60,F_NVS+8C_R60|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_NVS++8C_R60,F_NVS++8C_R60|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_Q++8C_L5,F_Q++8C_L5|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,Q^^N_NIL_SRAR,Q^^N_NIL_SRAR|2022-09-20|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_NVS+8C_R6,F_NVS+8C_R6|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
QNI-lower-20260321T0630,F_STHN++8C_R60,F_STHN++8C_R60|2023-03-14|1,unknown IC factor * F + Z_unrepresented nan RHS(t),,,False,Z includes unsupported non-energy/region terms if present; not assumed zero
